"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000168528",798.472970759973,0.961023164226445,0.4662368802172,2.06123368828898,0.0392807510359012,0.22059977661276,"SERINC2"
"ENSG00000198830",1111.17922309385,-1.2079008375829,0.329233564588572,-3.66882653380847,0.000243666333366391,0.00635107181151924,"HMGN2"
"ENSG00000060688",363.794327269229,-0.622014382565717,0.122170292389239,-5.09137180898245,3.55482171092597e-07,4.73749543840448e-05,"SNRNP40"
"ENSG00000171612",59.0509581901473,-0.134813684394567,0.324917339501644,-0.414916866552408,0.678202762172486,0.887671085130937,"SLC25A33"
"ENSG00000162458",903.29544409674,-0.0592496498634166,0.446240799251603,-0.132775062169988,0.894371277218629,0.968880339877289,"FBLIM1"
"ENSG00000116138",395.973595740229,0.264247335711634,0.234318890311512,1.12772527797624,0.259435958721385,0.596924711509375,"DNAJC16"
"ENSG00000158161",412.220087041747,-0.231973906828944,0.19456907532855,-1.1922444840591,0.233165395598768,0.568458115137039,"EYA3"
"ENSG00000060642",181.170101073602,0.68944858110744,0.336295421685378,2.05012776460708,0.0403519646579006,0.223989210556677,"PIGV"
"ENSG00000162413",1239.21187387905,0.327823150570014,0.183618249831654,1.7853516786625,0.0742042912899649,0.316850260433032,"KLHL21"
"ENSG00000142627",813.48287156026,-0.235664444036688,0.293155794238025,-0.803888064533162,0.421461623720294,0.73729820086347,"EPHA2"
"ENSG00000142632",55.0766874717198,-0.226281150730657,0.510552411431375,-0.443208465309682,0.657614956396047,0.878156907007564,"ARHGEF19"
"ENSG00000158292",95.1571949136525,-0.113369931795085,0.21543618122803,-0.526234410343025,0.598725348401346,0.846734768810467,"GPR153"
"ENSG00000142733",378.619790922341,-0.0299871274822042,0.324933546511058,-0.0922869546840825,0.926470052790778,0.977491599981894,"MAP3K6"
"ENSG00000189337",196.574873127823,0.294054247447835,0.485957531894576,0.605102767522547,0.545110715501438,0.816564472673488,"KAZN"
"ENSG00000028137",76.3742908428911,-0.129143447433276,0.981648721297932,-0.131557699441123,0.895334145584577,0.969042177114354,"TNFRSF1B"
"ENSG00000142687",764.040429509973,0.478312305544911,0.179791994920238,2.66036486083324,0.00780560438634237,0.0752381715881026,"KIAA0319L"
"ENSG00000130939",1006.165674802,0.0559677435093752,0.0813483140671527,0.688001271460575,0.491451980690956,0.784827868716224,"UBE4B"
"ENSG00000060656",192.295245958064,-0.858868215229054,0.437636698486115,-1.96251415432041,0.049702654342689,0.253745130065307,"PTPRU"
"ENSG00000163867",134.968823287136,-0.045528645425519,0.172231628440007,-0.264345438975965,0.791513749861154,0.933357207075717,"ZMYM6"
"ENSG00000134698",185.745118741414,-0.0437007058765295,0.21270142309975,-0.205455634662281,0.837216157067612,0.94861354797172,"AGO4"
"ENSG00000134690",301.531771236232,-2.17138315206877,0.388068314358073,-5.59536316604612,2.20160429202566e-08,5.81754954820435e-06,"CDCA8"
"ENSG00000116251",797.310754186107,0.0335549639962172,0.178566188081398,0.187913313022741,0.85094460636656,0.953698079038427,"RPL22"
"ENSG00000158286",126.059167522877,0.544221621234091,0.3219187055628,1.69055606844171,0.0909216211689858,0.354842059087313,"RNF207"
"ENSG00000043514",157.549552620794,0.0563139261012677,0.229926791863771,0.24492111443295,0.806517512556953,0.938042250793934,"TRIT1"
"ENSG00000162585",434.539461918022,0.0403998714716949,0.155619847419091,0.259606162978019,0.795167581922086,0.93463749984952,"FAAP20"
"ENSG00000163879",84.0958705973962,-0.814326727052714,0.361107924740734,-2.25507852711175,0.0241284001991107,0.161551708803657,"DNALI1"
"ENSG00000010803",254.916172852621,-0.40344187824292,0.236961906089973,-1.70256006503314,0.0886504288793941,0.350169194073607,"SCMH1"
"ENSG00000169991",254.29142569384,-0.544477775275258,0.303446549500435,-1.79431196753311,0.0727633889999726,0.313761218897106,"IFFO2"
"ENSG00000116954",354.242326096941,0.293846204111685,0.289159278569138,1.01620880217207,0.30952996570144,0.648662296313137,"RRAGC"
"ENSG00000196449",186.856143111676,-0.181633671244738,0.189300272797981,-0.959500314289433,0.337306761414376,0.671197536410897,"YRDC"
"ENSG00000253368",868.912147009342,-0.466137753448674,0.373536761634048,-1.24790328911548,0.212066476001212,0.542774016565559,"TRNP1"
"ENSG00000179051",963.876127500047,-0.498657323561075,0.19902876907329,-2.5054534873672,0.0122294482084587,0.104587349471957,"RCC2"
"ENSG00000053372",603.140251347227,-0.458511868666753,0.156395636237511,-2.93174336380097,0.00337065159096533,0.0411622360821789,"MRTO4"
"ENSG00000126067",1873.7961040727,-0.0687618270280561,0.15732278588869,-0.437074811761259,0.662057093702918,0.880635915473956,"PSMB2"
"ENSG00000066136",316.137500438863,-0.150761976231489,0.165674098073117,-0.909991229678843,0.36282713505968,0.694364139730517,"NFYC"
"ENSG00000132906",91.0285674500566,0.00546547706830212,0.264619670138138,0.0206540846545875,0.983521596335286,0.995144384065134,"CASP9"
"ENSG00000197312",384.524319817278,-0.227726619138166,0.175934498796679,-1.29438297034251,0.19553316997046,0.520465364002391,"DDI2"
"ENSG00000173660",811.039864649671,-0.127340022100531,0.133127249531239,-0.956528603639855,0.33880524031689,0.672781693845123,"UQCRH"
"ENSG00000092847",627.315296620966,-0.103543474158903,0.127706608711082,-0.810791823570813,0.417485230769672,0.734766935027369,"AGO1"
"ENSG00000054118",2249.12029947848,-0.219276317718014,0.14580101501858,-1.5039423263965,0.132596217387384,0.433177297812557,"THRAP3"
"ENSG00000228526",127.843812525719,0.362329468207661,0.314899771943809,1.15061838873708,0.249889264494424,0.587483182641746,"MIR34AHG"
"ENSG00000197982",439.763498478949,0.378536398341512,0.207130854070713,1.82752299284337,0.0676211723449459,0.302576887695428,"C1orf122"
"ENSG00000183386",278.170383778305,-0.446519085800959,0.36693353982801,-1.21689362605079,0.223644691064657,0.557239235125498,"FHL3"
"ENSG00000204084",165.06385742878,-0.259926137743228,0.294650693029001,-0.882150098040479,0.377695643485895,0.704603438982386,"INPP5B"
"ENSG00000146463",1097.21964302658,0.0490766277544706,0.139752248755881,0.351168787560604,0.725461724735383,0.906795268048355,"ZMYM4"
"ENSG00000183520",552.116688800182,-0.360386797242496,0.138748673820925,-2.59740714860904,0.00939305116716791,0.0859296170958596,"UTP11"
"ENSG00000090686",915.399045487856,-0.23226923892076,0.118130735540431,-1.9662049665412,0.0492749390135577,0.252804653272119,"USP48"
"ENSG00000085998",1309.68305286044,0.228747989622041,0.187853907408939,1.21769087892369,0.223341464472315,0.556845824711682,"POMGNT1"
"ENSG00000142686",350.133628858488,0.151723388333635,0.120138177025278,1.26290736292521,0.206622473545841,0.535276543198708,"C1orf216"
"ENSG00000127125",339.126339231607,0.277459726431018,0.151966091807774,1.82580023695013,0.0678803576215691,0.303338304080224,"PPCS"
"ENSG00000197429",218.475006355079,0.22258241608422,0.156835682373283,1.41920775117014,0.155838456838614,0.467851163468874,"IPP"
"ENSG00000117000",322.547907277726,0.0416782701289192,0.18804105732294,0.22164452126719,0.824590621413994,0.944237586953891,"RLF"
"ENSG00000178585",153.114424726664,-0.332224492675624,0.278275707316905,-1.1938681097207,0.232529563825891,0.568109053912898,"CTNNBIP1"
"ENSG00000092853",258.715011196143,-2.19242458905594,0.535711619723384,-4.0925462661945,4.26662079689958e-05,0.00162258636062737,"CLSPN"
"ENSG00000134697",864.979981153079,-0.492755750332483,0.220183034729553,-2.23793695521422,0.0252251666865551,0.165840191769116,"GNL2"
"ENSG00000214114",152.529434841831,-0.174682349931956,0.146428848271059,-1.19295037825194,0.232888807415351,0.568458115137039,"MYCBP"
"ENSG00000173436",156.742983238511,-0.0131673729958296,0.221815851755858,-0.0593617313262278,0.952663993259753,0.985865527662272,"MICOS10"
"ENSG00000121310",217.282227039662,0.37091053578412,0.496811459019221,0.746582086726325,0.455315864692336,0.761061287193232,"ECHDC2"
"ENSG00000169213",1937.12593480847,0.262208360778773,0.405461069475459,0.64669182942271,0.517831412165092,0.798418935899618,"RAB3B"
"ENSG00000163866",363.555473698042,-0.250404100286586,0.15189177316165,-1.64856920868317,0.0992359212039638,0.372834786655142,"SMIM12"
"ENSG00000171793",891.91053799384,-0.508784062871386,0.273465272161147,-1.86050703568522,0.062813823972739,0.290140044064557,"CTPS1"
"ENSG00000117419",497.012754949618,0.139504627561835,0.1686492017702,0.827188187655482,0.408130405773604,0.728003561322889,"ERI3"
"ENSG00000162384",265.046747863506,-0.128228852588167,0.234336998855756,-0.547198492829963,0.584242371524743,0.83785621596786,"CZIB"
"ENSG00000174348",410.322597373977,1.43398340067573,0.650985371477086,2.20278897730377,0.0276096254318686,0.175716335648524,"PODN"
"ENSG00000117859",897.361992395286,0.245357102789707,0.335698922906231,0.730884390886895,0.464849770945565,0.766741613126626,"OSBPL9"
"ENSG00000040487",190.737809515558,0.130451332968364,0.280146149533856,0.46565456346777,0.641462780243824,0.869774269664411,"SLC66A1"
"ENSG00000162396",51.6145690239032,0.036849903277903,0.250705272342847,0.146984955416134,0.883143895177392,0.96544140842542,"PARS2"
"ENSG00000117713",1093.80430181855,-0.108053561065554,0.149144009241344,-0.724491460402559,0.468764067977236,0.769906289435135,"ARID1A"
"ENSG00000162378",780.091472648524,0.0950194936781146,0.229707488785945,0.413654313929049,0.67912729000823,0.888156399578986,"ZYG11B"
"ENSG00000162599",273.366617554786,-0.314268772873693,0.410044997926838,-0.76642508617985,0.443423410888576,0.753593612250867,"NFIA"
"ENSG00000117862",124.032247550076,0.182679773998777,0.182322372558642,1.00196027199032,0.316362780807556,0.654682146726519,"TXNDC12"
"ENSG00000183431",971.867796184701,-0.512284005520494,0.115299440121934,-4.44307452819141,8.86824297759018e-06,0.000493621062468864,"SF3A3"
"ENSG00000169174",127.410408041322,0.304677630916058,0.762614365688192,0.399517298157783,0.689512080441003,0.89407571940322,"PCSK9"
"ENSG00000162407",824.080532551558,0.495221991395768,0.402809060784419,1.22942118141878,0.218913932693271,0.551702953472359,"PLPP3"
"ENSG00000163877",255.316381504078,0.0228771493849339,0.133412092581556,0.171477329695199,0.863848454700473,0.958635493199349,"SNIP1"
"ENSG00000157184",108.527916474201,-0.137747668135618,0.200117066293906,-0.688335436285639,0.49124157128968,0.784787491408259,"CPT2"
"ENSG00000198815",682.967079864727,0.11989986954494,0.143352243476194,0.836400370426373,0.40292970428157,0.723745922654877,"FOXJ3"
"ENSG00000134744",394.604302380965,-0.102966969677527,0.170721089607017,-0.603129759273134,0.546422370532996,0.817659563638811,"TUT4"
"ENSG00000162437",75.7854190765437,0.133772168526118,0.624738278125984,0.214125135612615,0.830449474960028,0.946878225130899,"RAVER2"
"ENSG00000162595",608.609915474912,-1.58907269442168,1.4823275686241,-1.07201183332012,0.283714717157858,0.622710711688928,"DIRAS3"
"ENSG00000162385",221.573965412739,-0.404312718069134,0.1679968987228,-2.40666774888661,0.0160988086569239,0.124485540603439,"MAGOH"
"ENSG00000086015",1076.79858022408,0.0866476383341832,0.123892776099734,0.699376033550428,0.484317061489359,0.780427219470709,"MAST2"
"ENSG00000184588",159.104465285,-0.602416498964995,0.907143656685791,-0.664080594650131,0.5066387294272,0.790680291698466,"PDE4B"
"ENSG00000123080",212.60421513522,-2.31735739646727,0.458504866783699,-5.05416095738083,4.32286935243523e-07,5.38028422836291e-05,"CDKN2C"
"ENSG00000077549",3960.73645702991,-0.147617364335042,0.164268108690973,-0.898636780513159,0.368846160882053,0.698151940432054,"CAPZB"
"ENSG00000162415",144.449901849612,-0.722801751969344,1.62520686024515,-0.444744462781995,0.656504433471917,0.877438471037812,"ZSWIM5"
"ENSG00000185483",544.166837353319,0.572774462494318,0.772190494422824,0.741752801454051,0.45823712197915,0.763031522322082,"ROR1"
"ENSG00000162600",103.865162040087,-0.137956338889144,0.25445644029763,-0.542160924391543,0.587707651478663,0.840535183227118,"OMA1"
"ENSG00000116704",392.725568799229,-0.205645246816857,0.165098901356034,-1.24558822092575,0.212915608895146,0.544038783248918,"SLC35D1"
"ENSG00000157193",532.387288611449,-0.208288658052511,0.331458114116676,-0.62840114385974,0.529741187946197,0.806840207398035,"LRP8"
"ENSG00000116205",181.598292960776,0.00735486050841019,0.173787993646747,0.0423208781808033,0.966242901813561,0.990803764831289,"TCEANC2"
"ENSG00000198841",50.1955346071441,-0.17316937424396,0.231461028511775,-0.748157801584945,0.454364980755559,0.760479852070028,"KTI12"
"ENSG00000116212",397.47211254248,-0.157185397446509,0.135225461550297,-1.16239497831586,0.24507506215462,0.582238475055296,"LRRC42"
"ENSG00000116729",3497.85503290687,-1.65966418387536,0.708345982877407,-2.34301347645617,0.0191286921458308,0.139869435031967,"WLS"
"ENSG00000162616",1060.10400175641,1.02295803011097,0.355014806097439,2.88145173818526,0.00395847851194087,0.046170199143079,"DNAJB4"
"ENSG00000162607",549.67600626345,-1.29358526294118,0.286622256744055,-4.51320590953378,6.38549723361725e-06,0.000386814745464103,"USP1"
"ENSG00000154027",564.007467285503,-0.0526351978158631,0.310034324593877,-0.169772162759112,0.865189319989161,0.958777405506427,"AK5"
"ENSG00000132122",66.584837404231,-0.370889648342241,0.374767064813076,-0.989653796091262,0.322343365810088,0.659189445380912,"SPATA6"
"ENSG00000172380",7187.31131970754,-0.0450946311243938,0.215432921376007,-0.209320984166982,0.834197671607775,0.947941512701107,"GNG12"
"ENSG00000116675",132.394140137423,2.1873908431304,0.661431255477118,3.30705696928783,0.00094281715767517,0.0169214957389376,"DNAJC6"
"ENSG00000162433",863.822950147966,1.69081326748053,0.349082154368137,4.84359697659428,1.27509442400654e-06,0.000116322006799549,"AK4"
"ENSG00000213625",1374.82702422348,0.479827409440853,0.212220493027035,2.2609852733672,0.0237601690055332,0.159924615800967,"LEPROT"
"ENSG00000085999",61.222848775784,-2.25079060990893,0.451536054902028,-4.98474171768473,6.20446369758419e-07,6.7921150449411e-05,"RAD54L"
"ENSG00000158966",131.822888871315,0.942173661818388,0.34803371850116,2.70713327971769,0.00678670050549372,0.0682052275063585,"CACHD1"
"ENSG00000203965",96.0811721514837,0.31547791736168,0.23995990934802,1.31471093741802,0.188607069307285,0.513153194426319,"EFCAB7"
"ENSG00000125703",139.65815597012,0.114902712404058,0.173039224842411,0.66402697139161,0.506673048725736,0.790680291698466,"ATG4C"
"ENSG00000162618",1928.30765275419,-0.142139075809605,0.606113287201835,-0.234509090645084,0.814589776623682,0.940226183176429,"ADGRL4"
"ENSG00000153936",916.357473254904,0.43291998311683,0.269786157164886,1.60467826691434,0.108564627161938,0.390853059874057,"HS2ST1"
"ENSG00000174021",127.250616900602,-0.173661455045824,0.216224921214381,-0.803151894196524,0.421886946340933,0.737520171052941,"GNG5"
"ENSG00000084072",310.638737081932,-0.118084651705051,0.172554247848754,-0.684333496145248,0.493764600061109,0.785900535936915,"PPIE"
"ENSG00000180488",621.221987029075,0.168102197434991,0.202082544055651,0.831849174408146,0.405494083364462,0.725821483317275,"MIGA1"
"ENSG00000188786",398.119944263755,0.265884670141644,0.151061943333653,1.76010359905393,0.0783902426746428,0.325232501145527,"MTF1"
"ENSG00000117151",190.472466525861,0.614462120326522,0.171033158796106,3.59264907841082,0.000327333274020264,0.00787552552218928,"CTBS"
"ENSG00000162434",4311.21021912747,0.464110620772564,0.134209180279675,3.45811381758995,0.000543971521621978,0.0114047982768515,"JAK1"
"ENSG00000137941",423.533885657618,0.0400338139974444,0.224249152736347,0.178523813842511,0.858311620841947,0.95674000027701,"TTLL7"
"ENSG00000116717",805.8066953702,0.776628749967812,0.22672852078576,3.42536857417098,0.000613965896809519,0.0123428766154399,"GADD45A"
"ENSG00000066135",228.830990018512,0.167122917394098,0.244607961271669,0.683227628917957,0.494463016693053,0.786439726409674,"KDM4A"
"ENSG00000117174",485.1887105321,-0.0773190914959639,0.162319832215445,-0.476337921501418,0.633833653234021,0.865559707452126,"ZNHIT6"
"ENSG00000122420",525.292138572901,0.202721924998698,0.447140184723186,0.453374426913113,0.650279147838212,0.874840082493718,"PTGFR"
"ENSG00000143013",609.459114869851,-0.062593635512888,0.19185534300401,-0.326254325435073,0.744231942173884,0.91453144023744,"LMO4"
"ENSG00000134748",318.857008310256,-0.581057144642276,0.176277230682417,-3.29626885101863,0.00097978203944716,0.0173596988862048,"PRPF38A"
"ENSG00000142892",1207.87904588833,0.149139787163303,0.0870478714149987,1.71330768620731,0.0866559490959847,0.344689612209982,"PIGK"
"ENSG00000058804",570.981465022967,-0.812666014990709,0.258089738205417,-3.14877306103468,0.00163957466029365,0.0250458923187043,"NDC1"
"ENSG00000162402",837.115707167694,-0.252077313139813,0.126727606917849,-1.98912706765798,0.0466871793688045,0.24479223777157,"USP24"
"ENSG00000116641",1762.72998478045,0.149313504851884,0.21293520066995,0.701215695582997,0.48316841612579,0.779725671244382,"DOCK7"
